player_id,player_name,position,team,projected_ppg,projected_total_pts,avg_ppg_2025,games_played_2024,avg_ppg_2024,projection_basis,age,age_adjustment_applied,data_basis,reliability_tier,career_seasons,career_ppg,career_cv,career_reliability_multiplier,sophomore_leap,consensus_adp_overall,consensus_adp_positional,situation_score,ts_neutral,ts_winning_big,ts_losing_big,ts_two_minute,ts_red_zone,target_share_stability,weapons_quality_score,receiver_adjustment,snap_trajectory_multiplier,snap_trajectory_flag,snap_trajectory,schedule_strength_multiplier,schedule_strength_score,rz_opportunity_rate,rz_td_luck,rz_opportunity_adjusted_projection,rz_bust_signal,consensus_adp,rz_adp_signal,camp_status,edge_score,rookie_breakout_bonus,final_score,availability_multiplier,availability_note,games_played_2025,replacement_level,vor_score,final_score_raw,overall_rank,positional_rank,tier,international_games,international_weeks,international_note,intl_games_note,international_flag,international_warning,worst_location,worst_multiplier
00-0037248,James Cook,RB,BUF,15.76,267.9,17.16,16,15.67,2025*0.50+2024*0.30+2023*0.20+rel[VOLATILE*0.88-label],26.9,none,2025*0.50+2024*0.30+2023*0.20+rel[VOLATILE*0.88-label],VOLATILE,4,12.853030303030302,0.3353559029046154,0.88,False,,,75.5,0.07887323943661972,0.023255813953488372,0.13559322033898305,0.016129032258064516,0.03260869565217391,82.05880861067385,58.19812125728975,0.013116994011663599,1.0,,0.0,1.0,50.0,0.29596412556053814,-5.3839984724078676,13.383998472407868,TD_UNLUCKY_BUY,,NEUTRAL,,60.27318804955228,0.0,5.373333333333331,1.0,,19.0,10.386666666666668,5.373333333333331,15.76,11,6,Elite,0,,,,False,,,1.0
00-0036358,CeeDee Lamb,WR,DAL,16.5,280.5,12.57,15,14.19,2025*0.50+2024*0.30+2023*0.20+rel[PROVEN_ELITE*1.12-label] [consensus_floor:16.5:WR5-6 consensus],27.4,none,2025*0.50+2024*0.30+2023*0.20+rel[PROVEN_ELITE*1.12-label] [consensus_floor:16.5:WR5-6 consensus],PROVEN_ELITE,6,14.213829787234042,0.19853121180157862,1.12,False,12.3,5.0,69.3,0.19166666666666668,0.12121212121212122,0.23529411764705882,0.125,0.16346153846153846,82.89323200867416,69.32746781089446,0.030923948497431138,1.0,,0.0,1.0,50.0,0.08762886597938144,-1.4473935459232385,3.4473935459232385,TD_UNLUCKY_BUY,12.3,NEUTRAL,,57.10837297636755,0.0,5.174999999999999,1.0,,13.0,11.325000000000001,5.174999999999999,16.5,12,5,Elite,0,,,,False,,,1.0
00-0034796,Lamar Jackson,QB,BAL,23.83,405.1,16.84,17,25.32,2025*0.50+2024*0.30+2023*0.20+rel[PROVEN_ELITE*1.12-label] [injury_year_floor:23.5:QB2 consensus — ignore 2025 injury year],29.6,none,2025*0.50+2024*0.30+2023*0.20+rel[PROVEN_ELITE*1.12-label] [injury_year_floor:23.5:QB2 consensus — ignore 2025 injury year],PROVEN_ELITE,6,21.093720930232564,0.12305950053064371,1.12,False,56.3,4.0,60.8,,,,,,50.0,58.82891928036429,0.014126270848582863,1.0,,0.0,1.0,50.0,0.08024691358024691,-0.6362421233530648,2.636242123353065,NEUTRAL,56.3,NEUTRAL,,49.72853198856429,0.0,5.122,1.0,,13.0,18.708,5.122,23.83,13,2,Elite,0,,,,False,,,1.0
00-0036322,Justin Jefferson,WR,MIN,16.0,272.0,9.38,17,15.65,2025*0.50+2024*0.30+2023*0.20+rel[PROVEN_ELITE*1.12-label] [injury_year_floor:16.0:WR5-7 consensus],27.2,none,2025*0.50+2024*0.30+2023*0.20+rel[PROVEN_ELITE*1.12-label] [injury_year_floor:16.0:WR5-7 consensus],PROVEN_ELITE,6,14.967446808510639,0.18596659237862637,1.12,False,13.6,7.0,67.2,0.3176895306859206,0.21212121212121213,0.3088235294117647,0.25757575757575757,0.24675324675324675,76.18468377776453,64.37835561384004,0.02300536898214407,1.0,,0.0,1.0,50.0,0.14074074074074075,-1.8529692572083256,3.8529692572083256,TD_UNLUCKY_BUY,13.6,NEUTRAL,,43.424940084697575,0.0,4.674999999999999,1.0,,17.0,11.325000000000001,4.674999999999999,16.0,14,6,Elite,1,Wk11,Mexico City game (Wk11) — mild scoring impact historically,⚠ Mexico City Wk11,True,,Mexico City,0.9
00-0040122,Ashton Jeanty,RB,LV,15.0,255.0,12.92,0,,2025_only+rel[EMERGING*1.00-label] [sophomore_leap_player] [team_corr:LV:0.95:LV RB1 yr2 - weak team situation] [consensus_floor:15.0:RB7 consensus - yr2 leap],22.7,none,2025_only+rel[EMERGING*1.00-label] [sophomore_leap_player] [team_corr:LV:0.95:LV RB1 yr2 - weak team situation] [consensus_floor:15.0:RB7 consensus - yr2 leap],EMERGING,1,12.917647058823531,0.0,1.0,True,22.5,11.0,60.0,0.15384615384615385,,0.1390728476821192,0.07936507936507936,0.16129032258064516,87.11920967361986,72.34714188157686,0.03575542701052298,1.0,,0.0,1.0,50.0,0.41284403669724773,-2.1254535039144553,9.125453503914455,TD_UNLUCKY_BUY,22.5,NEUTRAL,,55.06550768788994,15.0,4.6133333333333315,1.0,rookie_exemption,17.0,10.386666666666668,4.6133333333333315,15.0,15,7,Elite,0,,,,False,,,1.0
00-0036554,Nico Collins,WR,HOU,15.5,263.5,12.71,12,14.72,2025*0.50+2024*0.30+2023*0.20+rel[VOLATILE*0.88-label] [team_corr:HOU:1.05:HOU WR1 - CJ Stroud connection] [consensus_floor:15.5:WR8 consensus HOU],27.5,none,2025*0.50+2024*0.30+2023*0.20+rel[VOLATILE*0.88-label] [team_corr:HOU:1.05:HOU WR1 - CJ Stroud connection] [consensus_floor:15.5:WR8 consensus HOU],VOLATILE,5,11.112121212121213,0.3571848588273284,0.88,False,21.5,11.0,75.0,0.22429906542056074,0.07894736842105263,0.24528301886792453,0.18888888888888888,0.2159090909090909,68.51511039484122,62.72695045728923,0.020363120731662764,1.0,,0.0,1.0,50.0,0.11363636363636363,-0.05575711285086893,4.055757112850869,NEUTRAL,21.5,NEUTRAL,,45.60233301805447,0.0,4.174999999999999,1.0,,16.0,11.325000000000001,4.174999999999999,15.5,16,7,Elite,1,Wk7,London game (Wk7) — historically low scoring,⚠ London Wk7,True,,London,0.853
00-0032764,Derrick Henry,RB,BAL,14.5,246.5,16.35,17,19.23,2025*0.50+2024*0.30+2023*0.20+rel[PROVEN_ELITE*1.12-label] [consensus_floor:14.5:RB7-8 consensus],32.7,RB age 33 *0.75,2025*0.50+2024*0.30+2023*0.20+rel[PROVEN_ELITE*1.12-label] [consensus_floor:14.5:RB7-8 consensus],PROVEN_ELITE,6,17.807826086956524,0.1618021167484155,1.12,False,10.1,6.0,60.8,0.05776173285198556,,0.046153846153846156,0.017543859649122806,0.03571428571428571,94.08730990393603,58.82891928036429,0.014126270848582863,1.0,,0.0,1.0,50.0,0.4012345679012346,-3.181210616765325,13.181210616765325,TD_UNLUCKY_BUY,10.1,NEUTRAL,,51.7921850300073,0.0,4.1133333333333315,1.0,,17.0,10.386666666666668,4.1133333333333315,14.5,17,8,Elite,0,,,,False,,,1.0
00-0040715,Cam Skattebo,RB,NYG,14.46,245.8,14.46,0,,2025_only+rel[EMERGING*1.00-label] [sophomore_leap_player] [team_corr:NYG:1.0:NYG RB1 - Nagy scheme],24.6,none,2025_only+rel[EMERGING*1.00-label] [sophomore_leap_player] [team_corr:NYG:1.0:NYG RB1 - Nagy scheme],EMERGING,1,14.4625,0.0,1.0,True,39.6,19.0,58.0,0.06752411575562701,0.06666666666666667,,0.07792207792207792,0.058823529411764705,97.28429258090905,60.572093156060696,0.016915349049697114,1.0,,0.0,1.0,50.0,0.1686746987951807,2.3219400420087837,5.678059957991216,TD_LUCK_FADE,39.6,NEUTRAL,,38.00661641206056,0.0,4.073333333333332,1.0,rookie_exemption,8.0,10.386666666666668,4.073333333333332,14.46,18,9,Elite,0,,,,False,,,1.0
00-0040666,Omarion Hampton,RB,LAC,14.36,244.1,13.3,0,,2025_only+rel[EMERGING*1.00-label] [sophomore_leap_player] [team_corr:LAC:1.08:LAC RB1 yr2 - McDaniel zone run scheme],23.5,none,2025_only+rel[EMERGING*1.00-label] [sophomore_leap_player] [team_corr:LAC:1.08:LAC RB1 yr2 - McDaniel zone run scheme],EMERGING,1,13.3,0.0,1.0,True,22.8,12.0,80.0,0.06321839080459771,,0.03614457831325301,0.03896103896103896,0.024691358024691357,94.38887248791592,51.74399844255542,0.0027903975080886766,1.0,,0.0,1.0,50.0,0.1728395061728395,-1.6780599579912163,5.678059957991216,TD_UNLUCKY_BUY,22.8,NEUTRAL,,39.28903135538937,8.0,3.973333333333331,1.0,rookie_exemption,10.0,10.386666666666668,3.973333333333331,14.36,19,10,Elite,0,,,,False,,,1.0
00-0037238,Drake London,WR,ATL,15.0,255.0,13.99,17,13.58,2025*0.50+2024*0.30+2023*0.20+rel[PROVEN_SOLID*1.06-label] [team_corr:ATL:1.03:ATL WR1 - Tua or Penix throwing] [consensus_floor:15.0:WR6-7 consensus ATL],25.1,none,2025*0.50+2024*0.30+2023*0.20+rel[PROVEN_SOLID*1.06-label] [team_corr:ATL:1.03:ATL WR1 - Tua or Penix throwing] [consensus_floor:15.0:WR6-7 consensus ATL],PROVEN_SOLID,4,10.986774193548387,0.23814778590738422,1.06,False,13.4,6.0,72.0,0.22921914357682618,0.35714285714285715,0.10294117647058823,0.23076923076923078,0.25,67.68659874313514,72.5157575508535,0.03602521208136559,1.0,,0.0,1.0,50.0,0.11764705882352941,3.7553943097193048,3.2446056902806952,BUST,13.4,BUST,,46.8568604363772,0.0,3.674999999999999,1.0,,12.0,11.325000000000001,3.674999999999999,15.0,20,8,Elite,0,,,,False,,,1.0
00-0035676,A.J. Brown,WR,NE,15.0,255.0,12.09,13,14.11,2025*0.50+2024*0.30+2023*0.20+rel[PROVEN_ELITE*1.12-label] [team_corr:NE:1.05:Traded to Patriots - Drake Maye WR1] [consensus_floor:15.0:WR8-13 consensus NE],29.2,none,2025*0.50+2024*0.30+2023*0.20+rel[PROVEN_ELITE*1.12-label] [team_corr:NE:1.05:Traded to Patriots - Drake Maye WR1] [consensus_floor:15.0:WR8-13 consensus NE],PROVEN_ELITE,6,13.734444444444446,0.10334572484440276,1.12,False,17.5,9.0,68.0,0.24867724867724866,0.2857142857142857,0.3333333333333333,0.3188405797101449,0.203125,69.02185582223768,66.56565392539979,0.026505046280639658,1.0,,0.0,1.0,50.0,0.08074534161490683,0.36375787664693515,2.636242123353065,NEUTRAL,17.5,NEUTRAL,,49.88155572803935,0.0,3.674999999999999,1.0,,16.0,11.325000000000001,3.674999999999999,15.0,21,9,Elite,0,,,,False,,,1.0
00-0037744,Trey McBride,TE,ARI,13.0,221.0,14.88,16,11.77,2025*0.50+2024*0.30+2023*0.20+rel[VOLATILE*0.88-label] [injury_year_floor:13.0:TE1 consensus],26.8,none,2025*0.50+2024*0.30+2023*0.20+rel[VOLATILE*0.88-label] [injury_year_floor:13.0:TE1 consensus],VOLATILE,4,10.664406779661018,0.3401633951817526,0.88,False,37.9,1.0,63.0,0.2631578947368421,0.25,0.28804347826086957,0.17391304347826086,0.3238095238095238,80.09719874734493,45.290438981284865,-0.007535297629944216,1.0,,0.0,1.0,50.0,0.21656050955414013,4.105212908153523,6.894787091846477,TD_LUCK_FADE,37.9,NEUTRAL,,54.91906307965338,0.0,3.3339999999999996,1.0,,17.0,9.666,3.3339999999999996,13.0,22,1,Elite,0,,,,False,,,1.0
00-0034844,Saquon Barkley,RB,PHI,13.54,230.2,13.36,16,21.18,2025*0.50+2024*0.30+2023*0.20+rel[VOLATILE*0.88-label],29.6,RB age 30 *0.85,2025*0.50+2024*0.30+2023*0.20+rel[VOLATILE*0.88-label],VOLATILE,5,14.951948051948055,0.24754991829035586,0.88,False,17.1,9.0,78.8,0.1164021164021164,0.08571428571428572,0.09523809523809523,0.11594202898550725,0.125,94.11684358374669,84.68865172705324,0.05550184276328519,1.0,,0.0,1.0,50.0,0.35403726708074534,-5.558907771624977,11.558907771624977,TD_UNLUCKY_BUY,17.1,NEUTRAL,,49.32288719146042,0.0,3.1533333333333307,1.0,,17.0,10.386666666666668,3.1533333333333307,13.54,23,11,Elite,1,Wk6,London game (Wk6) — historically low scoring,⚠ London Wk6,True,,London,0.853
sleeper:13287,Jeremiyah Love,RB,ARI,13.5,229.5,,0,,sleeper_roster+adp_prior [adp_ecr_floor:13.5],,none,sleeper_roster+adp_prior [adp_ecr_floor:13.5],UNPROVEN,0,,,1.0,False,29.8,15.0,63.0,,,,,,50.0,45.290438981284865,-0.007535297629944216,1.0,,0.0,1.0,50.0,,,,NEUTRAL,29.8,NEUTRAL,,50.0,0.0,3.1133333333333315,1.0,,,10.386666666666668,3.1133333333333315,13.5,24,12,RB1/2,0,,,,False,,,1.0
00-0038597,Chase Brown,RB,CIN,13.5,229.5,14.34,16,14.25,2025*0.50+2024*0.30+2023*0.20+rel[VOLATILE*0.88-label] [team_corr:CIN:1.05:CIN RB1 - Burrow healthy] [consensus_floor:13.5:RB8-15 consensus breakout],26.4,none,2025*0.50+2024*0.30+2023*0.20+rel[VOLATILE*0.88-label] [team_corr:CIN:1.05:CIN RB1 - Burrow healthy] [consensus_floor:13.5:RB8-15 consensus breakout],VOLATILE,3,12.053488372093023,0.37724566645645086,0.88,False,14.4,8.0,75.0,0.1407035175879397,0.15,0.2,0.10204081632653061,0.14634146341463414,87.50863490589246,65.27654848577377,0.024442477577238036,1.0,,0.0,1.0,50.0,0.3402777777777778,1.0633950735153714,9.936604926484629,TD_LUCK_FADE,14.4,NEUTRAL,,49.51628386932184,0.0,3.1133333333333315,1.0,,17.0,10.386666666666668,3.1133333333333315,13.5,25,13,RB1/2,0,,,,False,,,1.0
00-0038134,Kenneth Walker III,RB,KC,13.5,229.5,10.38,11,14.38,2025*0.50+2024*0.30+2023*0.20+rel[PROVEN_ELITE*1.12-label] [injury_year_floor:13.5:RB9-10 consensus KC],25.9,none,2025*0.50+2024*0.30+2023*0.20+rel[PROVEN_ELITE*1.12-label] [injury_year_floor:13.5:RB9-10 consensus KC],PROVEN_ELITE,4,12.21551724137931,0.11624737646384184,1.12,False,,,70.0,0.0872093023255814,0.06172839506172839,0.2,0.011764705882352941,0.04938271604938271,62.47576392490272,70.42173355816306,0.03267477369306089,1.0,,0.0,1.0,50.0,0.275,-3.15333206033989,11.153332060339892,TD_UNLUCKY_BUY,,NEUTRAL,,53.48114096165848,0.0,3.1133333333333315,1.0,,20.0,10.386666666666668,3.1133333333333315,13.5,26,14,Elite,0,,,,False,,,1.0
00-0039338,Brock Bowers,TE,LV,12.5,212.5,11.85,17,12.16,2025*0.50+2024*0.30+rel[EMERGING*1.00-label] [sophomore_leap_player] [consensus_floor:12.5:TE2 consensus],23.7,none,2025*0.50+2024*0.30+rel[EMERGING*1.00-label] [sophomore_leap_player] [consensus_floor:12.5:TE2 consensus],EMERGING,2,12.03103448275862,0.012834454504071538,1.0,True,41.6,2.0,74.6,0.17216117216117216,,0.18543046357615894,0.2857142857142857,0.2903225806451613,78.06533799321245,72.34714188157686,0.03575542701052298,1.0,,0.0,1.0,50.0,0.1651376146788991,2.3498185984342177,3.6501814015657823,TD_LUCK_FADE,41.6,NEUTRAL,,38.188877875379326,0.0,2.8339999999999996,1.0,,12.0,9.666,2.8339999999999996,12.5,27,2,Elite,0,,,,False,,,1.0
00-0036442,Joe Burrow,QB,CIN,21.51,365.7,16.81,17,21.93,2025*0.50+2024*0.30+2023*0.20+rel[PROVEN_ELITE*1.12-label] [injury_year_floor:21.0:QB4 consensus — healthy bounce],29.7,none,2025*0.50+2024*0.30+2023*0.20+rel[PROVEN_ELITE*1.12-label] [injury_year_floor:21.0:QB4 consensus — healthy bounce],PROVEN_ELITE,6,19.390909090909094,0.13788472114918937,1.12,False,56.1,3.0,65.7,,,,,,50.0,65.27654848577377,0.024442477577238036,1.0,,0.0,1.0,50.0,0.013888888888888888,-0.4055757112850869,0.4055757112850869,NEUTRAL,56.1,NEUTRAL,,58.987138713264144,0.0,2.802000000000003,0.95,,8.0,18.708,2.802000000000003,21.51,28,3,Elite,0,,,,False,,,1.0
00-0039067,Rashee Rice,WR,KC,14.0,238.0,15.2,3,17.63,2025*0.50+2023*0.20+rel[EMERGING*1.03-label] [team_corr:KC:1.0:KC WR1] [consensus_floor:14.0:WR10-11 consensus] [camp_research:HEALTHY:1.0:Healthy and practicing. No current hold.],26.4,none,2025*0.50+2023*0.20+rel[EMERGING*1.03-label] [team_corr:KC:1.0:KC WR1] [consensus_floor:14.0:WR10-11 consensus] [camp_research:HEALTHY:1.0:Healthy and practicing. No current hold.],EMERGING,2,12.87037037037037,0.17044964028776982,1.03,False,17.4,8.0,72.0,0.14460784313725492,0.2702702702702703,0.25,0.14457831325301204,0.2345679012345679,66.5448734002637,70.42173355816306,0.03267477369306089,1.0,,0.0,1.0,50.0,0.1301775147928994,0.5386671758640444,4.4613328241359556,NEUTRAL,17.4,NEUTRAL,HEALTHY,45.95396883179644,0.0,2.674999999999999,0.95,,8.0,11.325000000000001,2.674999999999999,14.0,29,10,Elite,0,,,,False,,,1.0
